"V1","Vout1"
0.0,0.003
0.01,0.002
0.02,0.002
0.03,0.003
0.04,0.003
0.05,0.003
0.06,0.003
0.07,0.003
0.08,0.003
0.09,0.003
0.1,0.003
0.11,0.003
0.12,0.003
0.13,0.003
0.14,0.003
0.15,0.003
0.16,0.003
0.17,0.003
0.18,0.003
0.19,0.003
0.2,0.003
0.21,0.003
0.22,0.003
0.23,0.003
0.24,0.003
0.25,0.003
0.26,0.003
0.27,0.003
0.28,0.003
0.29,0.003
0.3,0.003
0.31,0.003
0.32,0.003
0.33,0.003
0.34,0.003
0.35,0.003
0.36,0.003
0.37,0.003
0.38,0.003
0.39,0.003
0.4,0.003
0.41,0.003
0.42,0.003
0.43,0.003
0.44,0.003
0.45,0.003
0.46,0.003
0.47,0.003
0.48,0.003
0.49,0.003
0.5,0.003
0.51,0.003
0.52,0.003
0.53,0.003
0.54,0.003
0.55,0.003
0.56,0.003
0.57,0.003
0.58,0.003
0.59,0.003
0.6,0.003
0.61,0.003
0.62,0.003
0.63,0.003
0.64,0.003
0.65,0.003
0.66,0.003
0.67,0.003
0.68,0.003
0.69,0.003
0.7,0.003
0.71,0.003
0.72,0.003
0.73,0.003
0.74,0.003
0.75,0.003
0.76,0.003
0.77,0.003
0.78,0.003
0.79,0.003
0.8,0.003
0.81,0.003
0.82,0.003
0.83,0.003
0.84,0.003
0.85,0.003
0.86,0.003
0.87,0.003
0.88,0.003
0.89,0.003
0.9,0.003
0.91,0.003
0.92,0.003
0.93,0.003
0.94,0.003
0.95,0.003
0.96,0.003
0.97,0.003
0.98,0.003
0.99,0.003
1.0,0.003
1.01,0.003
1.02,0.003
1.03,0.003
1.04,0.003
1.05,0.003
1.06,0.003
1.07,0.003
1.08,0.003
1.09,0.003
1.1,0.003
1.11,0.003
1.12,0.003
1.13,0.003
1.14,0.003
1.15,0.003
1.16,0.003
1.17,0.003
1.18,0.003
1.19,0.003
1.2,0.003
1.21,0.003
1.22,0.003
1.23,0.003
1.24,0.003
1.25,0.003
1.26,0.003
1.27,0.003
1.28,0.003
1.29,0.003
1.3,0.003
1.31,0.003
1.32,0.003
1.33,0.003
1.34,0.003
1.35,0.003
1.36,0.003
1.37,0.003
1.38,0.003
1.39,0.003
1.4,0.003
1.41,0.003
1.42,0.003
1.43,0.003
1.44,0.003
1.45,0.003
1.46,0.003
1.47,0.003
1.48,0.003
1.49,0.003
1.5,0.003
1.51,0.003
1.52,0.003
1.53,0.003
1.54,0.003
1.55,0.003
1.56,0.003
1.57,0.003
1.58,0.003
1.59,0.003
1.6,0.003
1.61,0.003
1.62,0.003
1.63,0.003
1.64,0.003
1.65,0.003
1.66,0.003
1.67,0.003
1.68,0.003
1.69,0.003
1.7,0.003
1.71,0.003
1.72,0.003
1.73,0.003
1.74,0.003
1.75,0.003
1.76,0.003
1.77,0.003
1.78,0.003
1.79,0.003
1.8,0.003
1.81,0.003
1.82,0.003
1.83,0.003
1.84,0.003
1.85,0.003
1.86,0.003
1.87,0.003
1.88,0.003
1.89,0.003
1.9,0.003
1.91,0.003
1.92,0.003
1.93,0.003
1.94,0.003
1.95,0.003
1.96,0.003
1.97,0.003
1.98,0.003
1.99,0.003
2.0,0.003
2.01,0.003
2.02,0.003
2.03,0.003
2.04,0.003
2.05,0.003
2.06,0.003
2.07,0.003
2.08,0.003
2.09,0.003
2.1,0.003
2.11,0.003
2.12,0.003
2.13,0.003
2.14,0.003
2.15,0.003
2.16,0.003
2.17,0.003
2.18,0.003
2.19,0.003
2.2,0.003
2.21,0.003
2.22,0.003
2.23,0.003
2.24,0.003
2.25,0.003
2.26,0.003
2.27,0.003
2.28,0.003
2.29,0.003
2.3,0.003
2.31,0.003
2.32,0.003
2.33,0.003
2.34,0.003
2.35,0.003
2.36,0.003
2.37,0.003
2.38,0.003
2.39,0.003
2.4,0.003
2.41,0.003
2.42,0.003
2.43,0.003
2.44,0.003
2.45,0.003
2.46,0.003
2.47,0.003
2.48,0.003
2.49,0.003
2.5,0.003
2.51,0.003
2.52,0.003
2.53,0.003
2.54,0.003
2.55,0.003
2.56,0.003
2.57,0.003
2.58,0.003
2.59,0.003
2.6,0.003
2.61,0.003
