"V1","Vout1"
2.62,0.003
2.63,0.003
2.64,0.003
2.65,0.003
2.66,0.003
2.67,0.003
2.68,0.003
2.69,0.003
2.7,0.003
2.71,0.003
2.72,0.003
2.73,0.003
2.74,0.003
2.75,0.003
2.76,0.003
2.77,0.003
2.78,0.003
2.79,0.003
2.8,0.003
2.81,0.003
2.82,0.003
2.83,0.003
2.84,0.003
2.85,0.003
2.86,0.003
2.87,0.003
2.88,0.003
2.89,0.003
2.9,0.003
2.91,0.003
2.92,0.003
2.93,0.003
2.94,0.003
2.95,0.003
2.96,0.003
2.97,0.003
2.98,0.003
2.99,0.003
3.0,0.003
3.01,0.003
3.02,0.003
3.03,0.003
3.04,0.003
3.05,0.003
3.06,0.003
3.07,0.003
3.08,0.003
3.09,0.003
3.1,0.003
3.11,0.003
3.12,0.003
3.13,0.003
3.14,0.003
3.15,0.003
3.16,0.003
3.17,0.003
3.18,0.003
3.19,0.003
3.2,0.003
3.21,0.003
3.22,0.003
3.23,0.003
3.24,0.003
3.25,0.003
3.26,0.003
3.27,0.003
3.28,0.003
3.29,0.003
3.3,0.004
3.31,0.004
3.32,0.004
3.33,0.004
3.34,0.004
3.35,0.004
3.36,0.004
3.37,0.005
3.38,0.005
3.39,0.006
3.4,0.007
3.41,0.008
3.42,0.01
3.43,0.012
3.44,0.015
3.45,0.019
3.46,0.027
3.47,0.04
3.48,0.101
3.49,1.088
3.5,4.595
3.51,4.97
3.52,4.985
3.53,4.995
3.54,4.995
3.55,5.0
3.56,5.005
3.57,5.005
3.58,5.005
3.59,5.005
3.6,5.005
3.61,5.01
3.62,5.01
3.63,5.01
3.64,5.01
3.65,5.01
3.66,5.01
3.67,5.01
3.68,5.01
3.69,5.01
3.7,5.01
3.71,5.01
3.72,5.01
3.73,5.01
3.74,5.01
3.75,5.01
3.76,5.01
3.77,5.01
3.78,5.01
3.79,5.01
3.8,5.01
3.81,5.01
3.82,5.01
3.83,5.01
3.84,5.01
3.85,5.01
3.86,5.01
3.87,5.01
3.88,5.01
3.89,5.01
3.9,5.01
3.91,5.01
3.92,5.01
3.93,5.01
3.94,5.01
3.95,5.01
3.96,5.01
3.97,5.01
3.98,5.01
3.99,5.01
4.0,5.01
4.01,5.01
4.02,5.005
4.03,5.01
4.04,5.01
4.05,5.005
4.06,5.01
4.07,5.01
4.08,5.005
4.09,5.01
4.1,5.01
4.11,5.005
4.12,5.01
4.13,5.005
4.14,5.01
4.15,5.01
4.16,5.005
4.17,5.01
4.18,5.01
4.19,5.005
4.2,5.01
4.21,5.01
4.22,5.005
4.23,5.01
4.24,5.01
4.25,5.005
4.26,5.01
4.27,5.01
4.28,5.005
4.29,5.01
4.3,5.01
4.31,5.005
4.32,5.01
4.33,5.01
4.34,5.005
4.35,5.01
4.36,5.01
4.37,5.005
4.38,5.01
4.39,5.01
4.4,5.005
4.41,5.01
4.42,5.01
4.43,5.005
4.44,5.01
4.45,5.01
4.46,5.005
4.47,5.01
4.48,5.005
4.49,5.01
4.5,5.01
4.51,5.005
4.52,5.01
4.53,5.01
4.54,5.005
4.55,5.01
4.56,5.01
4.57,5.005
4.58,5.01
4.59,5.005
4.6,5.01
4.61,5.005
4.62,5.01
4.63,5.005
4.64,5.01
4.65,5.005
4.66,5.01
4.67,5.005
4.68,5.01
4.69,5.005
4.7,5.01
4.71,5.005
4.72,5.01
4.73,5.005
4.74,5.01
4.75,5.005
4.76,5.01
4.77,5.005
4.78,5.01
4.79,5.005
4.8,5.01
4.81,5.005
4.82,5.01
4.83,5.005
4.84,5.01
4.85,5.005
4.86,5.01
4.87,5.005
4.88,5.01
4.89,5.005
4.9,5.01
4.91,5.005
4.92,5.01
4.93,5.005
4.94,5.01
4.95,5.01
4.96,5.005
4.97,5.01
4.98,5.005
4.99,5.01
5.0,5.005
